	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	   33.000000000	   72.014848420	    6.195466095	    0.000000000	   -0.001835713	    0.001288852	   -3.117849001	    0.674217087	   -0.000288081	    0.076923076	  107.532910888	  252.000000000	  108.049736780	   41.034587306	   21.000000000	  101.331000192	   37.800040599	  240.000000000	  112.416644478	   41.089351512	
r1	   18.000000000	   76.150416480	    5.778123843	    0.015873016	   -0.000608097	    0.001191823	   -3.174538612	    0.648004792	   -0.000047347	    0.059259259	  110.752622675	  254.000000000	  110.842335048	   42.190836689	   16.000000000	  109.328438759	   45.373575204	  252.000000000	  113.224208832	   42.698525681	
r1	   19.000000000	   77.169473347	    6.102183856	    0.027559055	   -0.000426236	    0.000947481	   -3.067124720	    0.520259435	    0.000000000	    0.000000000	  113.790571890	  273.000000000	  113.790571890	   43.984448872	    0.000000000	    0.000000000	    0.000000000	  254.000000000	  116.529945404	   44.373661468	
r1	  134.000000000	   43.792910405	    6.547945704	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.015416773	    0.119403002	   43.792910405	  118.000000000	   43.047881288	    5.861352857	   16.000000000	   49.287500143	    8.696049006	    0.000000000	 9999.000000000	 9999.000000000	
r1	   26.000000000	   41.736923071	    4.632705617	    0.008474576	   -0.015655085	    0.004023073	   -1.454371659	    0.438081550	    0.000769865	    0.041666668	   45.626597219	  138.000000000	   45.598405755	    5.993445265	    6.000000000	   46.275000890	    5.089532984	  118.000000000	   46.483644065	    5.873878648	
r1	   26.000000000	   48.782307992	    2.673788814	    0.000000000	   -0.030537207	    0.002721464	    0.488540718	    0.296758241	    0.000000000	    0.024390244	   52.811219634	  160.000000000	   52.834125113	    5.007689016	    4.000000000	   51.895000458	    2.586380277	  138.000000000	   53.570289944	    4.930514900	
r1	   41.000000000	   49.757317148	    3.479501785	    0.000000000	   -0.011865523	    0.004208247	   -1.464792159	    0.418616138	   -0.001752362	    0.044776119	   56.128955367	  192.000000000	   56.195104321	    6.019074933	    9.000000000	   54.717777676	    6.216426289	  160.000000000	   57.761687660	    5.420893333	
r1	   21.000000000	   54.106666202	    4.434967162	    0.000000000	   -0.014265606	    0.002282613	   -0.956753166	    0.283808479	   -0.000114287	    0.042253521	   62.070187707	  204.000000000	   62.075196004	    6.523163308	    9.000000000	   61.956666311	    6.140057422	  192.000000000	   62.941197872	    6.083579354	
r1	   43.000000000	   56.171627754	    4.184961189	    0.000000000	   -0.008814397	    0.003685299	   -2.042874473	    0.491147714	    0.003630186	    0.044534411	   64.427773140	  236.000000000	   64.214237165	    7.367938576	   11.000000000	   69.009090424	    9.397344168	  204.000000000	   66.168039079	    6.875964635	
r1	   25.000000000	   58.410799866	    5.275677107	    0.000000000	   -0.013142972	    0.002198537	   -1.350496789	    0.345611550	   -0.000589264	    0.034482757	   68.562413709	  252.000000000	   68.600952300	    8.017948489	    9.000000000	   67.483333164	    6.462420835	  236.000000000	   69.637796531	    7.427329992	
r1	   29.000000000	   59.314827623	    4.999581740	    0.000000000	   -0.017421593	    0.003540713	   -1.843404447	    0.608039699	    0.001505556	    0.042704623	   69.956370018	  269.000000000	   69.844274996	    8.387364667	   12.000000000	   72.469166756	    9.980920522	  252.000000000	   71.180991960	    7.900363724	
r1	   12.000000000	   58.642500242	    2.888982981	    0.000000000	   -0.013716988	    0.002936978	   -1.776714721	    0.531319577	   -0.000031311	    0.060498221	   73.009395043	  264.000000000	   73.011969711	    8.642035617	   17.000000000	   72.969411962	   11.364738658	  269.000000000	   73.650297413	    8.426470541	
r1	    8.000000000	   60.751250267	    3.186039606	    0.007575758	   -0.004878678	    0.002821799	   -2.476954000	    0.505937500	   -0.001083408	    0.029411765	   76.844558926	  264.000000000	   76.943257664	    9.478814367	    8.000000000	   73.587500572	    6.897398927	  264.000000000	   77.332234946	    9.113701343	
r1	   26.000000000	   63.691538004	    4.691501744	    0.026515152	    0.000900472	    0.002362536	   -2.716792903	    0.448792435	   -0.001486283	    0.037931039	   81.137103232	  279.000000000	   81.338100133	   11.491491355	   11.000000000	   76.039090937	    8.498121390	  264.000000000	   82.855227080	   10.407631793	
r1	   31.000000000	   68.141935410	    4.015328561	    0.028673835	   -0.000713662	    0.001765581	   -2.612643543	    0.410354177	   -0.001451014	    0.080645156	   85.268032283	  285.000000000	   85.541193055	   13.361350121	   25.000000000	   82.153999481	   10.582436590	  279.000000000	   87.170931936	   12.446482232	
r1	   66.000000000	   67.043485121	    4.890426460	    0.529824561	   -0.002925783	    0.002120711	   -2.580726048	    0.385179843	   -0.000714414	    0.105413108	   83.996410326	  314.000000000	   84.168789906	   14.963623409	   37.000000000	   82.533513353	   12.463445470	  285.000000000	   87.922350900	   13.380762446	
r1	   80.000000000	   66.604374886	    6.266094461	    0.022292994	   -0.003738205	    0.002085447	   -3.283612603	    0.635380526	   -0.000935005	    0.078680203	   82.757743613	  363.000000000	   83.029162562	   16.477691901	   31.000000000	   79.579515273	   14.995330405	  314.000000000	   86.873251569	   15.590523054	
r1	   44.000000000	   68.469091069	    5.868912073	    0.008264463	    0.000501305	    0.001108249	   -2.584494986	    0.392659004	   -0.001035875	    0.044226045	   87.740830639	  389.000000000	   88.117527165	   18.801334771	   18.000000000	   79.600000170	   13.411394474	  363.000000000	   90.076799072	   18.332150865	
r1	   33.000000000	   71.808181763	    6.948423444	    0.005141388	   -0.000471816	    0.001098923	   -2.446124491	    0.448611560	   -0.001001611	    0.033175353	   94.191075619	  408.000000000	   94.643771863	   20.983572729	   14.000000000	   80.998213632	   14.348133114	  389.000000000	   96.089881524	   20.616942625	
r1	   52.000000000	   75.481730388	    5.137338358	    0.009803922	    0.000694498	    0.001001908	   -2.666402062	    0.458983846	   -0.000223702	    0.030434783	   99.457321747	  446.000000000	   99.585538103	   23.683051618	   14.000000000	   95.372714996	   21.108714099	  408.000000000	  102.513034372	   23.280225545	
r1	   45.000000000	   76.341333686	    6.231872075	    0.011210762	    0.000313771	    0.000922431	   -2.685701931	    0.484290370	   -0.000365386	    0.030549897	  104.594419538	  476.000000000	  104.855432751	   26.455281213	   15.000000000	   96.311600240	   21.587861248	  446.000000000	  107.445067213	   25.911525169	
r1	   52.000000000	   78.732981168	    6.881045243	    0.006302521	    0.000660452	    0.000799909	   -2.822958419	    0.475024578	   -0.000374163	    0.043560606	  109.061507659	  505.000000000	  109.391160523	   29.263799795	   23.000000000	  101.823477372	   23.408332875	  476.000000000	  112.374708031	   28.633973262	
r1	   51.000000000	   80.725490495	    5.190113735	    0.013861386	   -0.000945088	    0.000672320	   -2.671326391	    0.439735465	    0.000255063	    0.048561151	  113.466104274	  529.000000000	  113.200763666	   31.001262132	   27.000000000	  118.664814702	   40.239798657	  505.000000000	  116.772582101	   31.141615016	
r1	   60.000000000	   82.719083405	    5.689918063	    0.011342155	   -0.001101985	    0.000611202	   -2.718519256	    0.418595847	    0.000175539	    0.067911714	  116.475017165	  549.000000000	  116.269153199	   32.917085057	   40.000000000	  119.300500107	   35.706239918	  529.000000000	  120.303667498	   32.735443474	
r1	   53.000000000	   85.676603785	    6.303951516	    0.005464481	   -0.001075613	    0.000651891	   -2.724218760	    0.471805828	    0.000034491	    0.031561462	  120.463882091	  583.000000000	  120.419855959	   35.352385667	   19.000000000	  121.814789220	   30.515501120	  549.000000000	  123.822216791	   35.012491830	
r1	   67.000000000	   90.735970454	    5.970869248	    0.003430532	   -0.001967241	    0.000611758	   -2.581917846	    0.472457177	   -0.000173201	    0.038461539	  124.661889320	  625.000000000	  124.911577734	   37.312824605	   25.000000000	  118.419678955	   36.074199796	  583.000000000	  128.560751351	   37.367806012	
r1	   45.000000000	   91.429555596	    7.887476775	    0.003200000	   -0.003008452	    0.000689821	   -2.743762265	    0.568985023	    0.000354460	    0.031343283	  128.755343571	  649.000000000	  128.220889299	   37.918869194	   21.000000000	  145.272525606	   45.236048033	  625.000000000	  131.442800305	   38.159064753	
r1	   63.000000000	   92.772222489	    5.742146536	    0.004622496	   -0.002418421	    0.000630442	   -2.836893064	    0.543943048	    0.000533993	    0.061797755	  130.983974017	  668.000000000	  130.107220804	   38.921738530	   44.000000000	  144.294681896	   42.598074209	  649.000000000	  134.693281177	   39.162011746	
r1	   63.000000000	   94.672000098	    6.965520401	    0.005988024	   -0.004110143	    0.000769325	   -2.875924899	    0.669476813	    0.000067570	    0.041039672	  132.271328364	  701.000000000	  132.159851662	   39.067677992	   30.000000000	  134.876167297	   55.054074111	  668.000000000	  135.817372796	   39.790242935	
r1	   67.000000000	   98.425970277	    6.868330957	    0.004279601	   -0.002445388	    0.000732733	   -3.006160336	    0.642580925	    0.000331277	    0.036458335	  134.826595187	  740.000000000	  134.270256197	   39.905025664	   28.000000000	  149.529839924	   47.008561647	  701.000000000	  138.305684872	   40.397399950	
r1	   60.000000000	   98.054084015	    7.774536065	    0.010810811	   -0.002782921	    0.000687168	   -2.908227644	    0.622301757	    0.000225503	    0.041249999	  137.444964552	  767.000000000	  137.046807927	   40.481693411	   33.000000000	  146.699089744	   54.772309580	  740.000000000	  140.638819731	   41.128048374	
r1	   32.000000000	   97.512812614	    9.605738501	    0.029986962	   -0.000593513	    0.000526101	   -3.032607567	    0.480116528	    0.000000000	    0.000000000	  142.043845701	  799.000000000	  142.043845701	   42.706969238	    0.000000000	    0.000000000	    0.000000000	  767.000000000	  143.901724526	   42.544649449	
r1	  641.000000000	   61.392277829	    7.892079547	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.004221589	    0.087363490	   61.392277829	  585.000000000	   61.104615510	    7.741754865	   56.000000000	   64.397321701	    8.848563417	    0.000000000	 9999.000000000	 9999.000000000	
r1	   34.000000000	   57.307352178	    7.343379664	    0.017094017	   -0.009904018	    0.000984482	   -1.732271286	    0.312217325	    0.001515459	    0.048465266	   64.597366506	  589.000000000	   64.497996377	    7.919974176	   30.000000000	   66.548333359	    7.470469651	  585.000000000	   65.021059646	    7.733783381	
r1	   55.000000000	   61.294000452	    5.627469937	    0.005093379	   -0.003245451	    0.000754989	   -1.850163256	    0.238934833	   -0.001618646	    0.054347828	   70.907205013	  609.000000000	   71.042972120	    8.907360133	   35.000000000	   68.544857352	    8.803664758	  589.000000000	   71.804872671	    8.632087111	
r1	   37.000000000	   64.511081489	    6.967781093	    0.000000000	   -0.006467741	    0.000895799	   -1.897977567	    0.309948944	   -0.000612738	    0.040247679	   75.735154863	  620.000000000	   75.792838786	    9.529828835	   26.000000000	   74.359615179	    9.165574800	  609.000000000	   76.417077220	    9.219127094	
r1	   49.000000000	   69.094489662	    5.865486417	    0.000000000	   -0.004280585	    0.000674611	   -1.806193511	    0.239073028	   -0.001084052	    0.046337820	   82.568445345	  638.000000000	   82.696724040	   10.580394582	   31.000000000	   79.928387057	   11.490303102	  620.000000000	   83.633322488	   10.187729842	
r1	   48.000000000	   71.017708699	    7.053122104	    0.001567398	   -0.005995892	    0.000999935	   -2.266647200	    0.382197531	    0.000312656	    0.040816327	   86.059446363	  658.000000000	   86.017082353	   11.416149030	   28.000000000	   87.055000578	   11.389286350	  638.000000000	   87.191113146	   10.861025732	
r1	   30.000000000	   73.912000529	    5.885705006	    0.001519757	   -0.005212259	    0.000761582	   -2.128988391	    0.309827476	    0.000955274	    0.043604651	   90.934273276	  658.000000000	   90.787279645	   11.966553608	   30.000000000	   94.158333588	   15.361085038	  658.000000000	   91.710364739	   11.779084557	
r1	   26.000000000	   74.541922936	    6.565322384	    0.004559271	   -0.004363513	    0.001211162	   -3.191458230	    0.501604222	   -0.000090414	    0.068713450	   92.563040850	  637.000000000	   92.578304417	   12.476007896	   47.000000000	   92.356170817	   13.626450573	  658.000000000	   93.275121498	   12.193413986	
r1	   18.000000000	   76.367223104	    6.043648119	    0.003139717	   -0.007645421	    0.001070413	   -2.473740494	    0.443341164	   -0.000527948	    0.070229007	   95.401511424	  609.000000000	   95.494876793	   12.886150685	   46.000000000	   94.165435128	   12.168658259	  637.000000000	   95.939372004	   12.562578067	
r1	   20.000000000	   78.575000000	    7.127150489	    0.037766831	   -0.003731405	    0.000957443	   -2.646080051	    0.383438987	   -0.001635764	    0.095389511	   99.229570531	  569.000000000	   99.568277450	   13.668168853	   60.000000000	   96.017499924	   13.667756761	  609.000000000	   99.907881550	   13.330410763	
r1	   19.000000000	   80.972630149	    6.682988654	    0.033391916	   -0.004750707	    0.000780890	   -2.219381896	    0.314094087	   -0.000552540	    0.079931972	  104.835119040	  541.000000000	  104.964805956	   14.793551899	   47.000000000	  103.342339861	   13.741435270	  569.000000000	  105.631933256	   14.228659370	
r1	   38.000000000	   84.509998522	    8.014090521	    0.022181146	   -0.004759018	    0.000779098	   -2.218164512	    0.323890468	    0.000746246	    0.096718481	  109.564421382	  523.000000000	  109.345640485	   16.513367587	   56.000000000	  111.607678686	   13.965507761	  541.000000000	  111.324251453	   15.240376177	
